K,Accuracy
1,0.5666666666666667
2,0.4666666666666667
3,0.5666666666666667
4,0.5666666666666667
5,0.6333333333333333
6,0.6
7,0.6333333333333333
8,0.6
9,0.6
10,0.6
11,0.6
12,0.6
13,0.6
14,0.6333333333333333
15,0.6
16,0.5666666666666667
17,0.5666666666666667
18,0.5666666666666667
19,0.6333333333333333
20,0.6333333333333333
